FEN,Bewertung
r2qr1k1/1pp2pb1/p1n1bn1p/3p2p1/3P1B2/P2BRNNP/1PPQ1PP1/4R1K1 w - - 0 18,208
r2qr1k1/1pp2pb1/p1n1bn1p/3p2N1/3P1B2/P2BR1NP/1PPQ1PP1/4R1K1 b - - 0 18,-236
r2qr1k1/1pp2pb1/p1n1bn2/3p2p1/3P1B2/P2BR1NP/1PPQ1PP1/4R1K1 w - - 0 19,238
r2qr1k1/1pp2pb1/p1n1bn2/3p2B1/3P4/P2BR1NP/1PPQ1PP1/4R1K1 b - - 0 19,-222
r2qr1k1/1pp2pb1/p3bn2/3p2B1/3n4/P2BR1NP/1PPQ1PP1/4R1K1 w - - 0 20,220
r2qr1k1/1pp2pb1/p3bn2/3p2BN/3n4/P2BR2P/1PPQ1PP1/4R1K1 b - - 1 20,-214
r2qr1k1/1pp2pb1/p3b3/3p2Bn/3n4/P2BR2P/1PPQ1PP1/4R1K1 w - - 0 21,238
r2Br1k1/1pp2pb1/p3b3/3p3n/3n4/P2BR2P/1PPQ1PP1/4R1K1 b - - 0 21,-238
3rr1k1/1pp2pb1/p3b3/3p3n/3n4/P2BR2P/1PPQ1PP1/4R1K1 w - - 0 22,258
3rr1k1/1pp2pb1/p3b3/3p3n/3n4/P1PBR2P/1P1Q1PP1/4R1K1 b - - 0 22,-200
3rr1k1/1pp2pb1/p1n1b3/3p3n/8/P1PBR2P/1P1Q1PP1/4R1K1 w - - 1 23,224
3rr1k1/1pp2pb1/p1n1b3/3p3n/8/P1PB3P/1P1QRPP1/4R1K1 b - - 2 23,-179
3rr1k1/1pp2pb1/p1n1bn2/3p4/8/P1PB3P/1P1QRPP1/4R1K1 w - - 3 24,195
3rr1k1/1pp2pb1/p1n1bn2/3p2Q1/8/P1PB3P/1P2RPP1/4R1K1 b - - 4 24,-197
3rr1k1/1pp2pb1/p1n1bn2/6Q1/3p4/P1PB3P/1P2RPP1/4R1K1 w - - 0 25,219
3rr1k1/1pp2pb1/p1n1bn2/6Q1/2Pp4/P2B3P/1P2RPP1/4R1K1 b - - 0 25,-183
3rr1k1/1ppb1pb1/p1n2n2/6Q1/2Pp4/P2B3P/1P2RPP1/4R1K1 w - - 1 26,239
3rr1k1/1ppb1pb1/p1n2n2/6Q1/2Pp3P/P2B4/1P2RPP1/4R1K1 b - - 0 26,-220
3r2k1/1ppb1pb1/p1n2n2/6Q1/2Pp3P/P2B4/1P2rPP1/4R1K1 w - - 0 27,240
3r2k1/1ppb1pb1/p1n2n2/6Q1/2Pp3P/P2B4/1P2RPP1/6K1 b - - 0 27,-233
4r1k1/1ppb1pb1/p1n2n2/6Q1/2Pp3P/P2B4/1P2RPP1/6K1 w - - 1 28,355
4R1k1/1ppb1pb1/p1n2n2/6Q1/2Pp3P/P2B4/1P3PP1/6K1 b - - 0 28,-381
4n1k1/1ppb1pb1/p1n5/6Q1/2Pp3P/P2B4/1P3PP1/6K1 w - - 0 29,346
4n1k1/1ppb1pb1/p1n5/6QP/2Pp4/P2B4/1P3PP1/6K1 b - - 0 29,-352
4n1k1/1ppb1pb1/p7/4n1QP/2Pp4/P2B4/1P3PP1/6K1 w - - 1 30,384
4n1k1/1ppb1pb1/p7/4n1QP/2PpB3/P7/1P3PP1/6K1 b - - 2 30,-330
4n1k1/1ppb2b1/p4p2/4n1QP/2PpB3/P7/1P3PP1/6K1 w - - 0 31,355
4n1k1/1ppb2b1/p4p2/4n2P/2PpBQ2/P7/1P3PP1/6K1 b - - 1 31,-361
4n1k1/1ppb2b1/p7/4np1P/2PpBQ2/P7/1P3PP1/6K1 w - - 0 32,404
4n1k1/1ppb2b1/p7/4nB1P/2Pp1Q2/P7/1P3PP1/6K1 b - - 0 32,-417
4n1k1/1pp3b1/p7/4nb1P/2Pp1Q2/P7/1P3PP1/6K1 w - - 0 33,438
4n1k1/1pp3b1/p7/4nQ1P/2Pp4/P7/1P3PP1/6K1 b - - 0 33,-441
4n1k1/1pp3b1/p7/4nQ1P/2P5/P2p4/1P3PP1/6K1 w - - 0 34,447
2Q1n1k1/1pp3b1/p7/4n2P/2P5/P2p4/1P3PP1/6K1 b - - 1 34,-386
2Q1nk2/1pp3b1/p7/4n2P/2P5/P2p4/1P3PP1/6K1 w - - 2 35,404
4nk2/1Qp3b1/p7/4n2P/2P5/P2p4/1P3PP1/6K1 b - - 0 35,-370
4nk2/1Qp5/p6b/4n2P/2P5/P2p4/1P3PP1/6K1 w - - 1 36,407
4nk2/1Qp5/p6b/4n2P/2P5/P2p4/1P3PP1/5K2 b - - 2 36,-403
4nk2/1Qp5/p7/4n2P/2P5/P2p4/1P3PP1/2b2K2 w - - 3 37,430
4nk2/2p5/p7/4n2P/1QP5/P2p4/1P3PP1/2b2K2 b - - 4 37,-273
5k2/2p5/p2n4/4n2P/1QP5/P2p4/1P3PP1/2b2K2 w - - 5 38,282
5k2/2p5/p2n4/2P1n2P/1Q6/P2p4/1P3PP1/2b2K2 b - - 0 38,-249
5k2/2p5/p7/2P1n2P/1Qn5/P2p4/1P3PP1/2b2K2 w - - 1 39,286
1Q3k2/2p5/p7/2P1n2P/2n5/P2p4/1P3PP1/2b2K2 b - - 2 39,-273
1Q6/2p1k3/p7/2P1n2P/2n5/P2p4/1P3PP1/2b2K2 w - - 3 40,241
8/2Q1k3/p7/2P1n2P/2n5/P2p4/1P3PP1/2b2K2 b - - 0 40,-240
8/2Q5/p3k3/2P1n2P/2n5/P2p4/1P3PP1/2b2K2 w - - 1 41,271
2Q5/8/p3k3/2P1n2P/2n5/P2p4/1P3PP1/2b2K2 b - - 2 41,-312
2Q5/4k3/p7/2P1n2P/2n5/P2p4/1P3PP1/2b2K2 w - - 3 42,328
8/1Q2k3/p7/2P1n2P/2n5/P2p4/1P3PP1/2b2K2 b - - 4 42,-235
8/1Q6/p3k3/2P1n2P/2n5/P2p4/1P3PP1/2b2K2 w - - 5 43,329
8/8/Q3k3/2P1n2P/2n5/P2p4/1P3PP1/2b2K2 b - - 0 43,-299
8/5k2/Q7/2P1n2P/2n5/P2p4/1P3PP1/2b2K2 w - - 1 44,362
8/1Q3k2/8/2P1n2P/2n5/P2p4/1P3PP1/2b2K2 b - - 2 44,-360
8/1Q6/4k3/2P1n2P/2n5/P2p4/1P3PP1/2b2K2 w - - 3 45,407
2Q5/8/4k3/2P1n2P/2n5/P2p4/1P3PP1/2b2K2 b - - 4 45,-337
2Q5/4k3/8/2P1n2P/2n5/P2p4/1P3PP1/2b2K2 w - - 5 46,407
6Q1/4k3/8/2P1n2P/2n5/P2p4/1P3PP1/2b2K2 b - - 6 46,-107
6Q1/4kn2/8/2P4P/2n5/P2p4/1P3PP1/2b2K2 w - - 7 47,156
8/4kn2/8/2P4P/2n3Q1/P2p4/1P3PP1/2b2K2 b - - 8 47,-66
8/4kn2/8/2P4P/2n3Q1/P7/1P1p1PP1/2b2K2 w - - 0 48,51
8/4kn2/2P5/7P/2n3Q1/P7/1P1p1PP1/2b2K2 b - - 0 48,-33
8/4k3/2P5/4n2P/2n3Q1/P7/1P1p1PP1/2b2K2 w - - 1 49,27
8/4k3/2P5/4n2P/2nQ4/P7/1P1p1PP1/2b2K2 b - - 2 49,-17
8/4k3/2n5/7P/2nQ4/P7/1P1p1PP1/2b2K2 w - - 0 50,11
8/4k3/2n5/2Q4P/2n5/P7/1P1p1PP1/2b2K2 b - - 1 50,-6
8/3k4/2n5/2Q4P/2n5/P7/1P1p1PP1/2b2K2 w - - 2 51,2
8/3k4/2n5/3Q3P/2n5/P7/1P1p1PP1/2b2K2 b - - 3 51,0
8/2k5/2n5/3Q3P/2n5/P7/1P1p1PP1/2b2K2 w - - 4 52,375
8/2k5/2n4P/3Q4/2n5/P7/1P1p1PP1/2b2K2 b - - 0 52,-421
8/2k5/2n4P/3Q4/8/P7/1n1p1PP1/2b2K2 w - - 0 53,409
8/2k4P/2n5/3Q4/8/P7/1n1p1PP1/2b2K2 b - - 0 53,-435
8/2k4P/2n5/3Q4/8/P7/1n3PP1/2bq1K2 w - - 0 54,466
8/2k4P/2n5/8/8/P7/1n3PP1/2bQ1K2 b - - 0 54,-464
8/2k4P/2n5/8/8/P7/5PP1/2bn1K2 w - - 0 55,460
7Q/2k5/2n5/8/8/P7/5PP1/2bn1K2 b - - 0 55,-426
7Q/2k5/2n5/8/8/b7/5PP1/3n1K2 w - - 0 56,452
7Q/2k5/2n5/8/8/b7/4KPP1/3n4 b - - 1 56,-379
7Q/2k5/2n5/8/8/b7/4KnP1/8 w - - 0 57,371
7Q/2k5/2n5/8/8/b7/5KP1/8 b - - 0 57,-377
7Q/2k1b3/2n5/8/8/8/5KP1/8 w - - 1 58,456
7Q/2k1b3/2n5/8/6P1/8/5K2/8 b - - 0 58,-449
7Q/4b3/2nk4/8/6P1/8/5K2/8 w - - 1 59,442
7Q/4b3/2nk4/8/6P1/5K2/8/8 b - - 2 59,-452
7Q/4b3/2n1k3/8/6P1/5K2/8/8 w - - 3 60,450
2Q5/4b3/2n1k3/8/6P1/5K2/8/8 b - - 4 60,-463
2Q5/4b3/2n5/3k4/6P1/5K2/8/8 w - - 5 61,470
8/4b3/2n5/3k1Q2/6P1/5K2/8/8 b - - 6 61,-459
8/4b3/2n5/5Q2/3k2P1/5K2/8/8 w - - 7 62,482
8/3Qb3/2n5/8/3k2P1/5K2/8/8 b - - 8 62,-486
8/3Qb3/2n5/2k5/6P1/5K2/8/8 w - - 9 63,534
8/3Qb3/2n5/2k5/4K1P1/8/8/8 b - - 10 63,-545
8/3Qb3/1kn5/8/4K1P1/8/8/8 w - - 11 64,606
8/4b3/1kn1Q3/8/4K1P1/8/8/8 b - - 12 64,-487
8/2k1b3/2n1Q3/8/4K1P1/8/8/8 w - - 13 65,504
8/2k1b3/2n5/8/4K1P1/1Q6/8/8 b - - 14 65,-480
8/2k5/2n5/8/4K1Pb/1Q6/8/8 w - - 15 66,495
8/2k5/2n5/6P1/4K2b/1Q6/8/8 b - - 0 66,-482
8/2k5/2n5/6b1/4K3/1Q6/8/8 w - - 0 67,540
8/2k5/2n5/6b1/4K3/6Q1/8/8 b - - 1 67,-711
8/8/1kn5/6b1/4K3/6Q1/8/8 w - - 2 68,6360
8/8/1kn5/6Q1/4K3/8/8/8 b - - 0 68,-10000
8/1k6/2n5/6Q1/4K3/8/8/8 w - - 1 69,10000
8/1k6/2n5/1Q6/4K3/8/8/8 b - - 2 69,-10000
8/2k5/2n5/1Q6/4K3/8/8/8 w - - 3 70,10000
8/2k5/2n5/1Q1K4/8/8/8/8 b - - 4 70,-10000
1n6/2k5/8/1Q1K4/8/8/8/8 w - - 5 71,10000
1n6/2k5/8/2QK4/8/8/8/8 b - - 6 71,-10000
1n6/1k6/8/2QK4/8/8/8/8 w - - 7 72,10000
1n6/1k6/3K4/2Q5/8/8/8/8 b - - 8 72,-10000
kn6/8/3K4/2Q5/8/8/8/8 w - - 9 73,10000
kn6/8/3K4/1Q6/8/8/8/8 b - - 10 73,-10000
1n6/k7/3K4/1Q6/8/8/8/8 w - - 11 74,10000
1n6/k1K5/8/1Q6/8/8/8/8 b - - 12 74,-10000
8/k1K5/n7/1Q6/8/8/8/8 w - - 13 75,10000
2K5/k7/n7/1Q6/8/8/8/8 b - - 14 75,-10000
2K5/k7/8/1Qn5/8/8/8/8 w - - 15 76,10000
2K5/k7/2Q5/2n5/8/8/8/8 b - - 16 76,-10000
2K5/k7/2Q5/8/8/1n6/8/8 w - - 17 77,10000
2K5/kQ6/8/8/8/1n6/8/8 b - - 18 77,-10000
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,-12
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,26
rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,-22
rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 2 3,21
rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,-21
rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR w KQkq - 0 4,23
rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/4PN2/PPP2PPP/RN1QKB1R b KQkq - 1 4,-19
rnbqk2r/ppp2ppp/3bpn2/3p4/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 2 5,20
rnbqk2r/ppp2ppp/3Bpn2/3p4/3P4/4PN2/PPP2PPP/RN1QKB1R b KQkq - 0 5,-20
rnbqk2r/pp3ppp/3ppn2/3p4/3P4/4PN2/PPP2PPP/RN1QKB1R w KQkq - 0 6,21
rnbqk2r/pp3ppp/3ppn2/3p4/2PP4/4PN2/PP3PPP/RN1QKB1R b KQkq - 0 6,-24
rnbqk2r/pp3ppp/3ppn2/8/2pP4/4PN2/PP3PPP/RN1QKB1R w KQkq - 0 7,16
rnbqk2r/pp3ppp/3ppn2/8/2BP4/4PN2/PP3PPP/RN1QK2R b KQkq - 0 7,-17
rnbq1rk1/pp3ppp/3ppn2/8/2BP4/4PN2/PP3PPP/RN1QK2R w KQ - 1 8,15
rnbq1rk1/pp3ppp/3ppn2/8/2BP4/4PN2/PP3PPP/RN1Q1RK1 b - - 2 8,-20
r1bq1rk1/pp3ppp/2nppn2/8/2BP4/4PN2/PP3PPP/RN1Q1RK1 w - - 3 9,28
r1bq1rk1/pp3ppp/2nppn2/8/2BP4/2N1PN2/PP3PPP/R2Q1RK1 b - - 4 9,-24
r2q1rk1/pp1b1ppp/2nppn2/8/2BP4/2N1PN2/PP3PPP/R2Q1RK1 w - - 5 10,28
r2q1rk1/pp1b1ppp/2nppn2/8/3P4/2N1PN2/PP2BPPP/R2Q1RK1 b - - 6 10,-11
r4rk1/pp1b1ppp/1qnppn2/8/3P4/2N1PN2/PP2BPPP/R2Q1RK1 w - - 7 11,13
r4rk1/pp1b1ppp/1qnppn2/8/3P4/2N1P3/PP1NBPPP/R2Q1RK1 b - - 8 11,-15
r4rk1/pp1bnppp/1q1ppn2/8/3P4/2N1P3/PP1NBPPP/R2Q1RK1 w - - 9 12,30
r4rk1/pp1bnppp/1q1ppn2/8/3P4/1QN1P3/PP1NBPPP/R4RK1 b - - 10 12,-16
r4rk1/pp1bnppp/3ppn2/8/3P4/1qN1P3/PP1NBPPP/R4RK1 w - - 0 13,13
r4rk1/pp1bnppp/3ppn2/8/3P4/1PN1P3/1P1NBPPP/R4RK1 b - - 0 13,-13
r4rk1/pp2nppp/2bppn2/8/3P4/1PN1P3/1P1NBPPP/R4RK1 w - - 1 14,11
r4rk1/pp2nppp/2bppn2/8/1P1P4/2N1P3/1P1NBPPP/R4RK1 b - - 0 14,-7
r4rk1/1p2nppp/p1bppn2/8/1P1P4/2N1P3/1P1NBPPP/R4RK1 w - - 0 15,9
r4rk1/1p2nppp/p1bppn2/1P6/3P4/2N1P3/1P1NBPPP/R4RK1 b - - 0 15,-7
r4rk1/1p2nppp/2bppn2/1p6/3P4/2N1P3/1P1NBPPP/R4RK1 w - - 0 16,4
r4rk1/1p2nppp/2bppn2/1B6/3P4/2N1P3/1P1N1PPP/R4RK1 b - - 0 16,-7
r2r2k1/1p2nppp/2bppn2/1B6/3P4/2N1P3/1P1N1PPP/R4RK1 w - - 1 17,7
r2r2k1/1p2nppp/2bppn2/1B6/2NP4/2N1P3/1P3PPP/R4RK1 b - - 2 17,-6
r2rn1k1/1p2nppp/2bpp3/1B6/2NP4/2N1P3/1P3PPP/R4RK1 w - - 3 18,15
r2rn1k1/1p2nppp/2bpp3/NB6/3P4/2N1P3/1P3PPP/R4RK1 b - - 4 18,-12
r2rn1k1/1p2nppp/2b1p3/NB1p4/3P4/2N1P3/1P3PPP/R4RK1 w - - 0 19,14
r2rn1k1/1p2nppp/2b1p3/N2p4/3P4/2NBP3/1P3PPP/R4RK1 b - - 1 19,-2
r2r2k1/1p2nppp/2bnp3/N2p4/3P4/2NBP3/1P3PPP/R4RK1 w - - 2 20,-1
r2r2k1/1p2nppp/2bnp3/3p4/3P4/1NNBP3/1P3PPP/R4RK1 b - - 3 20,0
r2r2k1/4nppp/1pbnp3/3p4/3P4/1NNBP3/1P3PPP/R4RK1 w - - 0 21,0
r2r2k1/4nppp/1pbnp3/3p4/3P4/2NBP3/1P1N1PPP/R4RK1 b - - 1 21,1
r2r2k1/4n1pp/1pbnpp2/3p4/3P4/2NBP3/1P1N1PPP/R4RK1 w - - 0 22,1
r2r2k1/4n1pp/1pbnpp2/3p4/3P4/2NBP3/1P1N1PPP/R1R3K1 b - - 1 22,-1
r2r2k1/4n1pp/1pbn1p2/3pp3/3P4/2NBP3/1P1N1PPP/R1R3K1 w - - 0 23,13
r2r2k1/4n1pp/1pbn1p2/3pp3/3P4/2N1P3/1P1NBPPP/R1R3K1 b - - 1 23,-1
r2r4/4nkpp/1pbn1p2/3pp3/3P4/2N1P3/1P1NBPPP/R1R3K1 w - - 2 24,13
r2r4/4nkpp/1pbn1p2/3pP3/8/2N1P3/1P1NBPPP/R1R3K1 b - - 0 24,-7
r2r4/4nkpp/1pbn4/3pp3/8/2N1P3/1P1NBPPP/R1R3K1 w - - 0 25,12
r2r4/4nkpp/1pbn4/3pp3/8/4P3/NP1NBPPP/R1R3K1 b - - 1 25,1
r1r5/4nkpp/1pbn4/3pp3/8/4P3/NP1NBPPP/R1R3K1 w - - 2 26,-3
r1r5/4nkpp/1pbn4/3pp3/1N6/4P3/1P1NBPPP/R1R3K1 b - - 3 26,4
r1r5/4nkpp/1p1n4/1b1pp3/1N6/4P3/1P1NBPPP/R1R3K1 w - - 4 27,-11
r1r5/4nkpp/1p1n4/1B1pp3/1N6/4P3/1P1N1PPP/R1R3K1 b - - 0 27,1
r1r5/4nkpp/1p6/1n1pp3/1N6/4P3/1P1N1PPP/R1R3K1 w - - 0 28,4
r1r5/4nkpp/1p6/1n1pp3/1N6/4PP2/1P1N2PP/R1R3K1 b - - 0 28,0
r1r5/4n1pp/1p2k3/1n1pp3/1N6/4PP2/1P1N2PP/R1R3K1 w - - 1 29,0
r1r5/4n1pp/1p2k3/1n1pp3/1N6/4PP2/1P1N1KPP/R1R5 b - - 2 29,0
r7/4n1pp/1p2k3/1n1pp3/1N6/4PP2/1P1N1KPP/R1r5 w - - 0 30,0
r7/4n1pp/1p2k3/1n1pp3/1N6/4PP2/1P1N1KPP/2R5 b - - 0 30,-6
8/r3n1pp/1p2k3/1n1pp3/1N6/4PP2/1P1N1KPP/2R5 w - - 1 31,9
8/r3n1pp/1p2k3/1n1pp3/1N2P3/5P2/1P1N1KPP/2R5 b - - 0 31,-5
8/r3n1pp/1p1nk3/3pp3/1N2P3/5P2/1P1N1KPP/2R5 w - - 1 32,1
8/r3n1pp/1p1nk3/3Pp3/1N6/5P2/1P1N1KPP/2R5 b - - 0 32,0
8/r5pp/1p1nk3/3np3/1N6/5P2/1P1N1KPP/2R5 w - - 0 33,-1
8/r5pp/1p1nk3/3np3/8/3N1P2/1P1N1KPP/2R5 b - - 1 33,-1
8/2r3pp/1p1nk3/3np3/8/3N1P2/1P1N1KPP/2R5 w - - 2 34,33
8/2r3pp/1p1nk3/3np3/8/3N1P2/1P1N1KPP/4R3 b - - 3 34,-38
8/2r2npp/1p2k3/3np3/8/3N1P2/1P1N1KPP/4R3 w - - 4 35,33
8/2r2npp/1p2k3/3np3/5P2/3N4/1P1N1KPP/4R3 b - - 0 35,-30
8/5npp/1p2k3/3np3/5P2/3N4/1PrN1KPP/4R3 w - - 1 36,42
8/5npp/1p2k3/3np3/5P2/3N4/1PrNRKPP/8 b - - 2 36,-39
8/5np1/1p2k2p/3np3/5P2/3N4/1PrNRKPP/8 w - - 0 37,36
8/5np1/1p2k2p/3np3/5P2/3N4/1PrNR1PP/4K3 b - - 1 37,-30
8/3k1np1/1p5p/3np3/5P2/3N4/1PrNR1PP/4K3 w - - 2 38,48
8/3k1np1/1p5p/3nP3/8/3N4/1PrNR1PP/4K3 b - - 0 38,-51
3n4/3k2p1/1p5p/3nP3/8/3N4/1PrNR1PP/4K3 w - - 1 39,50
3n4/3k2p1/1p5p/3nP3/8/3N1N2/1Pr1R1PP/4K3 b - - 2 39,-54
3n4/3k2p1/1p5p/3nP3/8/3N1N2/1P2r1PP/4K3 w - - 0 40,47
3n4/3k2p1/1p5p/3nP3/8/3N1N2/1P2K1PP/8 b - - 0 40,-39
8/3k2p1/1p2n2p/3nP3/8/3N1N2/1P2K1PP/8 w - - 1 41,36
8/3k2p1/1p2n2p/3nP3/8/3N1NP1/1P2K2P/8 b - - 0 41,-36
8/6p1/1pk1n2p/3nP3/8/3N1NP1/1P2K2P/8 w - - 1 42,32
8/6p1/1pk1n2p/3nP3/8/3N1NP1/1P1K3P/8 b - - 2 42,-32
8/4n1p1/1pk1n2p/4P3/8/3N1NP1/1P1K3P/8 w - - 3 43,35
8/4n1p1/1pk1n2p/4P3/5N2/5NP1/1P1K3P/8 b - - 4 43,-20
8/4n1p1/1pk4p/4P3/5n2/5NP1/1P1K3P/8 w - - 0 44,18
8/4n1p1/1pk4p/4P3/5P2/5N2/1P1K3P/8 b - - 0 44,-21
8/4n1p1/1p5p/3kP3/5P2/5N2/1P1K3P/8 w - - 1 45,23
8/4n1p1/1p5p/3kP3/5P2/3K1N2/1P5P/8 b - - 2 45,-24
8/6p1/1p5p/3kPn2/5P2/3K1N2/1P5P/8 w - - 3 46,30
8/6p1/1p5p/3kPn2/5P2/1P1K1N2/7P/8 b - - 0 46,-19
8/8/1p4pp/3kPn2/5P2/1P1K1N2/7P/8 w - - 0 47,16
8/8/1p4pp/3kPn2/5P2/1P1K1N1P/8/8 b - - 0 47,-21
8/6n1/1p4pp/3kP3/5P2/1P1K1N1P/8/8 w - - 1 48,15
8/6n1/1p4pp/3kP3/5P2/1P2KN1P/8/8 b - - 2 48,-12
8/8/1p4pp/3kPn2/5P2/1P2KN1P/8/8 w - - 3 49,9
8/8/1p4pp/3kPn2/5P2/1P1K1N1P/8/8 b - - 4 49,-9
8/6n1/1p4pp/3kP3/5P2/1P1K1N1P/8/8 w - - 5 50,7
8/6n1/1p4pp/3kP3/1P3P2/3K1N1P/8/8 b - - 0 50,-4
8/8/1p2n1pp/3kP3/1P3P2/3K1N1P/8/8 w - - 1 51,16
8/8/1p2n1pp/3kP3/1P3P2/4KN1P/8/8 b - - 2 51,-14
8/6n1/1p4pp/3kP3/1P3P2/4KN1P/8/8 w - - 3 52,20
8/6n1/1p4pp/3kP3/1P1N1P2/4K2P/8/8 b - - 4 52,-17
8/6n1/1p5p/3kP1p1/1P1N1P2/4K2P/8/8 w - - 0 53,14
8/6n1/1p5p/1N1kP1p1/1P3P2/4K2P/8/8 b - - 1 53,-20
8/8/1p5p/1N1kPnp1/1P3P2/4K2P/8/8 w - - 2 54,26
8/8/1p5p/1N1kPnp1/1P3P2/5K1P/8/8 b - - 3 54,-18
8/4n3/1p5p/1N1kP1p1/1P3P2/5K1P/8/8 w - - 4 55,16
8/4n3/1p5p/1N1kP1P1/1P6/5K1P/8/8 b - - 0 55,0
8/4n3/1p6/1N1kP1p1/1P6/5K1P/8/8 w - - 0 56,4
8/4n3/1p6/1N1kP1p1/1P4K1/7P/8/8 b - - 1 56,0
8/8/1pn5/1N1kP1p1/1P4K1/7P/8/8 w - - 2 57,22
8/8/1pn5/1N1kPKp1/1P6/7P/8/8 b - - 3 57,-16
8/8/1p6/1N1knKp1/1P6/7P/8/8 w - - 0 58,18
8/2N5/1p6/3knKp1/1P6/7P/8/8 b - - 1 58,-15
8/2N5/1p1k4/4nKp1/1P6/7P/8/8 w - - 2 59,16
8/8/1p1k4/1N2nKp1/1P6/7P/8/8 b - - 3 59,-15
8/8/1p6/1N1knKp1/1P6/7P/8/8 w - - 4 60,17
8/2N5/1p6/3knKp1/1P6/7P/8/8 b - - 5 60,-15
8/2N5/1p1k4/4nKp1/1P6/7P/8/8 w - - 6 61,18
4N3/8/1p1k4/4nKp1/1P6/7P/8/8 b - - 7 61,-15
4N3/8/1p6/3knKp1/1P6/7P/8/8 w - - 8 62,15
8/8/1p3N2/3knKp1/1P6/7P/8/8 b - - 9 62,-13
8/8/1p3N2/4nKp1/1P1k4/7P/8/8 w - - 10 63,13
8/8/1p3N2/4n1K1/1P1k4/7P/8/8 b - - 0 63,-13
8/8/1p3N2/4n1K1/1Pk5/7P/8/8 w - - 1 64,14
8/8/1p3N2/4nK2/1Pk5/7P/8/8 b - - 2 64,-14
8/8/1p3N2/5K2/1Pk5/5n1P/8/8 w - - 3 65,11
8/3N4/1p6/5K2/1Pk5/5n1P/8/8 b - - 4 65,0
8/3N4/1p6/5K2/1Pk4n/7P/8/8 w - - 5 66,13
8/3N4/1p6/8/1Pk3Kn/7P/8/8 b - - 6 66,-15
8/3N4/1p6/8/1Pk3K1/7P/6n1/8 w - - 7 67,10
8/3N4/1p6/8/1Pk5/6KP/6n1/8 b - - 8 67,-11
8/3N4/1p6/8/1Pk5/4n1KP/8/8 w - - 9 68,10
8/8/1N6/8/1Pk5/4n1KP/8/8 b - - 0 68,-8
8/8/1N6/8/1k6/4n1KP/8/8 w - - 0 69,7
8/8/1N6/8/1k6/4nK1P/8/8 b - - 1 69,-5
8/8/1N6/5n2/1k6/5K1P/8/8 w - - 2 70,4
8/8/1N6/5n2/1k3K2/7P/8/8 b - - 3 70,-4
8/8/1N6/8/1k3K1n/7P/8/8 w - - 4 71,2
8/8/1N6/8/1k4Kn/7P/8/8 b - - 5 71,-2
8/8/1N6/8/1k4K1/7P/6n1/8 w - - 6 72,1
8/8/1N6/8/1k6/5K1P/6n1/8 b - - 7 72,0
8/8/1N6/8/1k5n/5K1P/8/8 w - - 8 73,0
8/8/1N6/8/1k5n/6KP/8/8 b - - 9 73,0
8/8/1N6/5n2/1k6/6KP/8/8 w - - 10 74,0
8/8/1N6/5n2/1k4K1/7P/8/8 b - - 11 74,0
8/8/1N6/8/1k4K1/4n2P/8/8 w - - 12 75,0
8/8/1N6/8/1k6/4nK1P/8/8 b - - 13 75,0
8/8/1N6/5n2/1k6/5K1P/8/8 w - - 14 76,0
8/8/1N6/5n2/1k3K2/7P/8/8 b - - 15 76,0
8/8/1N6/8/1k3K1n/7P/8/8 w - - 16 77,0
8/8/1N6/8/1k4Kn/7P/8/8 b - - 17 77,0
8/8/1N6/8/1k4K1/7P/6n1/8 w - - 18 78,0
8/8/1N6/8/1k6/6KP/6n1/8 b - - 19 78,0
8/8/1N6/8/1k6/4n1KP/8/8 w - - 20 79,0
8/8/1N6/8/1k3K2/4n2P/8/8 b - - 21 79,0
8/8/1N6/8/1k3K2/7P/6n1/8 w - - 22 80,0
8/8/1N6/4K3/1k6/7P/6n1/8 b - - 23 80,0
8/8/1N6/2k1K3/8/7P/6n1/8 w - - 24 81,0
8/3N4/8/2k1K3/8/7P/6n1/8 b - - 25 81,0
8/3N4/8/4K3/2k5/7P/6n1/8 w - - 26 82,0
8/8/5N2/4K3/2k5/7P/6n1/8 b - - 27 82,0
8/8/5N2/4K3/2k4n/7P/8/8 w - - 28 83,0
8/8/5N2/8/2k1K2n/7P/8/8 b - - 29 83,7
8/8/5N2/2k5/4K2n/7P/8/8 w - - 30 84,0
8/8/5N2/2k1K3/7n/7P/8/8 b - - 31 84,0
8/8/5N2/4K3/2k4n/7P/8/8 w - - 32 85,0
8/8/8/4K3/2k3Nn/7P/8/8 b - - 33 85,0
8/8/8/4K3/6Nn/3k3P/8/8 w - - 34 86,0
8/8/8/8/5KNn/3k3P/8/8 b - - 35 86,0
8/8/8/8/3k1KNn/7P/8/8 w - - 36 87,0
