FEN,Bewertung
2r2rk1/p4ppp/1p6/2pbP2n/1P1p1P1q/3B4/P2B1RPP/R1Q3K1 w - - 0 23,-17
2r2rk1/p4ppp/1p6/2PbP2n/3p1P1q/3B4/P2B1RPP/R1Q3K1 b - - 0 23,18
2r2rk1/p4ppp/8/2pbP2n/3p1P1q/3B4/P2B1RPP/R1Q3K1 w - - 0 24,-13
2r2rk1/p4ppp/8/2pbP2n/2Bp1P1q/8/P2B1RPP/R1Q3K1 b - - 1 24,13
2r2rk1/p4ppp/8/2p1P2n/2bp1P1q/8/P2B1RPP/R1Q3K1 w - - 0 25,-9
2r2rk1/p4ppp/8/2p1P2n/2Qp1P1q/8/P2B1RPP/R5K1 b - - 0 25,7
2r2rk1/p4p1p/6p1/2p1P2n/2Qp1P1q/8/P2B1RPP/R5K1 w - - 0 26,-6
2r2rk1/p4p1p/6p1/2p1PP1n/2Qp3q/8/P2B1RPP/R5K1 b - - 0 26,2
2r2rk1/p4pnp/6p1/2p1PP2/2Qp3q/8/P2B1RPP/R5K1 w - - 1 27,-1
2r2rk1/p4pnp/6P1/2p1P3/2Qp3q/8/P2B1RPP/R5K1 b - - 0 27,6
2r2rk1/p4pn1/6p1/2p1P3/2Qp3q/8/P2B1RPP/R5K1 w - - 0 28,0
2r2rk1/p4pn1/6p1/2p1P3/2Qp3q/8/P2B1RPP/5RK1 b - - 1 28,0
5rk1/p1r2pn1/6p1/2p1P3/2Qp3q/8/P2B1RPP/5RK1 w - - 2 29,0
5rk1/p1r2pn1/6p1/2p1P3/2Qp1R1q/8/P2B2PP/5RK1 b - - 3 29,0
5rk1/p1r2pn1/6p1/2p1P2q/2Qp1R2/8/P2B2PP/5RK1 w - - 4 30,0
5rk1/p1r2pn1/6p1/2p1P2q/2QR4/8/P2B2PP/5RK1 b - - 0 30,0
5rk1/p1r2pn1/6p1/4P2q/2Qp4/8/P2B2PP/5RK1 w - - 0 31,0
5rk1/p1Q2pn1/6p1/4P2q/3p4/8/P2B2PP/5RK1 b - - 0 31,0
5rk1/p1Q2pn1/6p1/4P3/3p4/8/P2Bq1PP/5RK1 w - - 1 32,0
5rk1/p1Q2pn1/6p1/4P3/1B1p4/8/P3q1PP/5RK1 b - - 2 32,0
5rk1/p1Q2pn1/6p1/4P3/1B1p4/4q3/P5PP/5RK1 w - - 3 33,0
5rk1/p1Q2pn1/6p1/4P3/1B1p4/4q3/P5PP/5R1K b - - 4 33,0
5rk1/p1Q2pn1/6p1/4P3/1B1p4/8/P3q1PP/5R1K w - - 5 34,0
5rk1/p1Q2pn1/6p1/4P3/1B1p4/8/P3q1PP/5RK1 b - - 6 34,0
5rk1/p1Q2pn1/6p1/4P3/1B1p4/4q3/P5PP/5RK1 w - - 7 35,0
5rk1/p1Q2pn1/6p1/4P3/1B1p4/4q3/P5PP/5R1K b - - 8 35,0
5rk1/p1Q2pn1/6p1/4P3/1B1p4/3q4/P5PP/5R1K w - - 9 36,0
5rk1/p1Q2pn1/6p1/4P3/1B1p4/3q4/P5PP/5RK1 b - - 10 36,0
5rk1/p1Q2p2/4n1p1/4P3/1B1p4/3q4/P5PP/5RK1 w - - 11 37,0
5rk1/Q4p2/4n1p1/4P3/1B1p4/3q4/P5PP/5RK1 b - - 0 37,0
5rk1/Q4p2/4n1p1/4P3/1B1p4/4q3/P5PP/5RK1 w - - 1 38,0
5rk1/Q4p2/4n1p1/4P3/1B1p4/4q3/P5PP/5R1K b - - 2 38,0
5rk1/Q4p2/6p1/4P3/1B1p1n2/4q3/P5PP/5R1K w - - 3 39,0
5Bk1/Q4p2/6p1/4P3/3p1n2/4q3/P5PP/5R1K b - - 0 39,0
5Bk1/Q4p2/6p1/4P3/3pqn2/8/P5PP/5R1K w - - 1 40,0
5Bk1/Q4p2/6p1/4P3/3pqn2/8/P5PP/6RK b - - 2 40,0
5Bk1/Q4p2/6p1/4P3/3pq3/7n/P5PP/6RK w - - 3 41,0
5Bk1/Q4p2/6p1/4P3/3pq3/7n/P5PP/5R1K b - - 4 41,0
5Bk1/Q4p2/6p1/4P3/3pqn2/8/P5PP/5R1K w - - 5 42,0
5Bk1/Q4p2/6p1/4P3/3pqn2/8/P5PP/6RK b - - 6 42,0
5Bk1/Q4p2/6p1/4P3/3pq3/8/P5nP/6RK w - - 0 43,0
5Bk1/Q4p2/6p1/4P3/3pq3/8/P5RP/7K b - - 0 43,0
5Bk1/Q4p2/6p1/4P3/3p4/8/P5RP/1q5K w - - 1 44,0
5Bk1/Q4p2/6p1/4P3/3p4/8/P6P/1q4RK b - - 2 44,0
5Bk1/Q4p2/6p1/4P3/3pq3/8/P6P/6RK w - - 3 45,0
5Bk1/Q4p2/6p1/4P3/3pq3/8/P5RP/7K b - - 4 45,0
5Bk1/Q4p2/6p1/4P3/3p4/8/P5RP/4q2K w - - 5 46,0
5Bk1/Q4p2/6p1/4P3/3p4/8/P6P/4q1RK b - - 6 46,0
5Bk1/Q4p2/6p1/4P3/3pq3/8/P6P/6RK w - - 7 47,0
5Bk1/Q4p2/6p1/4P3/3pq3/8/P5RP/7K b - - 8 47,0
5Bk1/Q4p2/6p1/4P3/3p4/8/P5RP/1q5K w - - 9 48,0
5Bk1/Q4p2/6p1/4P3/3p4/8/P6P/1q4RK b - - 10 48,0
5Bk1/Q4p2/6p1/4P3/3pq3/8/P6P/6RK w - - 11 49,0
5Bk1/Q4p2/6p1/4P3/3pq3/8/P5RP/7K b - - 12 49,0
5Bk1/Q4p2/6p1/4P3/3p4/8/P5RP/1q5K w - - 13 50,0
5Bk1/Q4p2/6p1/4P3/3p4/8/P6P/1q4RK b - - 14 50,0
5Bk1/Q4p2/6p1/4P3/3pq3/8/P6P/6RK w - - 15 51,0
5Bk1/Q4p2/6p1/4P3/3pq3/8/P5RP/7K b - - 16 51,0
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,-17
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,15
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,-19
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,18
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-20
rnbqk1nr/ppp2ppp/4p3/3p4/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4,22
rnbqk1nr/ppp2ppp/4p3/3p4/QbPP4/2N5/PP2PPPP/R1B1KBNR b KQkq - 3 4,-15
r1bqk1nr/ppp2ppp/2n1p3/3p4/QbPP4/2N5/PP2PPPP/R1B1KBNR w KQkq - 4 5,15
r1bqk1nr/ppp2ppp/2n1p3/3p4/QbPP4/2N1P3/PP3PPP/R1B1KBNR b KQkq - 0 5,-15
r1bqk2r/ppp2ppp/2n1pn2/3p4/QbPP4/2N1P3/PP3PPP/R1B1KBNR w KQkq - 1 6,25
r1bqk2r/ppp2ppp/2n1pn2/3p4/QbPP4/2N1P3/PP1B1PPP/R3KBNR b KQkq - 2 6,-18
r1bq1rk1/ppp2ppp/2n1pn2/3p4/QbPP4/2N1P3/PP1B1PPP/R3KBNR w KQ - 3 7,16
r1bq1rk1/ppp2ppp/2n1pn2/3p4/QbPP4/P1N1P3/1P1B1PPP/R3KBNR b KQ - 0 7,-14
r1bq1rk1/ppp2ppp/2n1pn2/3p4/Q1PP4/P1b1P3/1P1B1PPP/R3KBNR w KQ - 0 8,20
r1bq1rk1/ppp2ppp/2n1pn2/3p4/Q1PP4/P1B1P3/1P3PPP/R3KBNR b KQ - 0 8,-20
r1bq1rk1/ppp1nppp/4pn2/3p4/Q1PP4/P1B1P3/1P3PPP/R3KBNR w KQ - 1 9,25
r1bq1rk1/ppp1nppp/4pn2/3p4/2PP4/P1B1P3/1PQ2PPP/R3KBNR b KQ - 2 9,-20
r1bq1rk1/p1p1nppp/1p2pn2/3p4/2PP4/P1B1P3/1PQ2PPP/R3KBNR w KQ - 0 10,22
r1bq1rk1/p1p1nppp/1p2pn2/3p4/2PP4/P1B1PN2/1PQ2PPP/R3KB1R b KQ - 1 10,-20
r2q1rk1/pbp1nppp/1p2pn2/3p4/2PP4/P1B1PN2/1PQ2PPP/R3KB1R w KQ - 2 11,29
r2q1rk1/pbp1nppp/1p2pn2/3p4/2PP4/PPB1PN2/2Q2PPP/R3KB1R b KQ - 0 11,-29
r2q1rk1/pbp1nppp/1p2pn2/8/2pP4/PPB1PN2/2Q2PPP/R3KB1R w KQ - 0 12,19
r2q1rk1/pbp1nppp/1p2pn2/8/2BP4/PPB1PN2/2Q2PPP/R3K2R b KQ - 0 12,-18
2rq1rk1/pbp1nppp/1p2pn2/8/2BP4/PPB1PN2/2Q2PPP/R3K2R w KQ - 1 13,13
2rq1rk1/pbp1nppp/1p2pn2/8/2BP4/PPB1PN2/4QPPP/R3K2R b KQ - 2 13,-16
2rq1rk1/pbp2ppp/1p2pnn1/8/2BP4/PPB1PN2/4QPPP/R3K2R w KQ - 3 14,11
2rq1rk1/pbp2ppp/1p2pnn1/8/2BP4/PP2PN2/1B2QPPP/R3K2R b KQ - 4 14,-19
2r2rk1/pbp1qppp/1p2pnn1/8/2BP4/PP2PN2/1B2QPPP/R3K2R w KQ - 5 15,19
2r2rk1/pbp1qppp/1p2pnn1/8/2BP4/PP2PN2/1B2QPPP/R4RK1 b - - 6 15,-23
2rr2k1/pbp1qppp/1p2pnn1/8/2BP4/PP2PN2/1B2QPPP/R4RK1 w - - 7 16,22
2rr2k1/pbp1qppp/1p2pnn1/8/P1BP4/1P2PN2/1B2QPPP/R4RK1 b - - 0 16,-23
2rr2k1/pbp1qppp/1p2p1n1/8/P1BPn3/1P2PN2/1B2QPPP/R4RK1 w - - 1 17,24
2rr2k1/pbp1qppp/1p2p1n1/P7/2BPn3/1P2PN2/1B2QPPP/R4RK1 b - - 0 17,-23
2rr2k1/pbp1qpp1/1p2p1np/P7/2BPn3/1P2PN2/1B2QPPP/R4RK1 w - - 0 18,25
2rr2k1/pbp1qpp1/1p2p1np/P7/2BPn3/1P2PN1P/1B2QPP1/R4RK1 b - - 0 18,-24
2rr2k1/pb2qpp1/1p2p1np/P1p5/2BPn3/1P2PN1P/1B2QPP1/R4RK1 w - - 0 19,18
2rr2k1/pb2qpp1/Pp2p1np/2p5/2BPn3/1P2PN1P/1B2QPP1/R4RK1 b - - 0 19,-16
2rr2k1/p3qpp1/Pp2p1np/2pb4/2BPn3/1P2PN1P/1B2QPP1/R4RK1 w - - 1 20,11
2rr2k1/p3qpp1/Pp2p1np/2pb4/2BPn3/1P2PN1P/1B2QPP1/R2R2K1 b - - 2 20,-11
2rr2k1/p3qpp1/Pp2p1np/2pb2n1/2BP4/1P2PN1P/1B2QPP1/R2R2K1 w - - 3 21,5
2rr2k1/p3qpp1/Pp2p1np/2pB2n1/3P4/1P2PN1P/1B2QPP1/R2R2K1 b - - 0 21,-4
2rr2k1/p3qpp1/Pp4np/2pp2n1/3P4/1P2PN1P/1B2QPP1/R2R2K1 w - - 0 22,12
2rr2k1/p3qpp1/Pp4np/2pp2N1/3P4/1P2P2P/1B2QPP1/R2R2K1 b - - 0 22,-10
2rr2k1/p3qpp1/Pp4n1/2pp2p1/3P4/1P2P2P/1B2QPP1/R2R2K1 w - - 0 23,21
2rr2k1/p3qpp1/Pp4n1/2pp2p1/3P2Q1/1P2P2P/1B3PP1/R2R2K1 b - - 1 23,-22
3r2k1/p3qpp1/Ppr3n1/2pp2p1/3P2Q1/1P2P2P/1B3PP1/R2R2K1 w - - 2 24,21
3r2k1/p3qpp1/Ppr3n1/2pp2p1/3P2Q1/1P2P2P/1B3PP1/2RR2K1 b - - 3 24,-17
3r1nk1/p3qpp1/Ppr5/2pp2p1/3P2Q1/1P2P2P/1B3PP1/2RR2K1 w - - 4 25,4
3r1nk1/p3qpp1/Ppr5/2Pp2p1/6Q1/1P2P2P/1B3PP1/2RR2K1 b - - 0 25,-5
3r1nk1/p3qpp1/P1r5/2pp2p1/6Q1/1P2P2P/1B3PP1/2RR2K1 w - - 0 26,9
3r1nk1/p3qpp1/P1r5/2pp2p1/1P4Q1/4P2P/1B3PP1/2RR2K1 b - - 0 26,-16
3r1nk1/p3qpp1/P1r5/3p2p1/1Pp3Q1/4P2P/1B3PP1/2RR2K1 w - - 0 27,3
3r1nk1/p3qpp1/P1r5/3p1Qp1/1Pp5/4P2P/1B3PP1/2RR2K1 b - - 1 27,0
3r1nk1/p3qpp1/r7/3p1Qp1/1Pp5/4P2P/1B3PP1/2RR2K1 w - - 0 28,2
3r1nk1/p3qpp1/r7/3R1Qp1/1Pp5/4P2P/1B3PP1/2R3K1 b - - 0 28,0
5nk1/p3qpp1/r7/3r1Qp1/1Pp5/4P2P/1B3PP1/2R3K1 w - - 0 29,16
5nk1/p3qpp1/r7/3Q2p1/1Pp5/4P2P/1B3PP1/2R3K1 b - - 0 29,-5
5nk1/p4pp1/r7/3Q2p1/1qp5/4P2P/1B3PP1/2R3K1 w - - 0 30,2
5nk1/p4pp1/r7/3Q2p1/1qpB4/4P2P/5PP1/2R3K1 b - - 1 30,0
5nk1/p4pp1/8/r2Q2p1/1qpB4/4P2P/5PP1/2R3K1 w - - 2 31,7
5nk1/p4pp1/8/r5p1/1qQB4/4P2P/5PP1/2R3K1 b - - 0 31,-12
5nk1/p4pp1/8/r5p1/2qB4/4P2P/5PP1/2R3K1 w - - 0 32,8
5nk1/p4pp1/8/r5p1/2RB4/4P2P/5PP1/6K1 b - - 0 32,-11
6k1/p4pp1/4n3/r5p1/2RB4/4P2P/5PP1/6K1 w - - 1 33,9
6k1/p4pp1/4n3/r5p1/2R5/2B1P2P/5PP1/6K1 b - - 2 33,-7
6k1/p4pp1/r3n3/6p1/2R5/2B1P2P/5PP1/6K1 w - - 3 34,11
2R3k1/p4pp1/r3n3/6p1/8/2B1P2P/5PP1/6K1 b - - 4 34,-11
2R5/p4ppk/r3n3/6p1/8/2B1P2P/5PP1/6K1 w - - 5 35,10
2R5/p4ppk/r3n3/6p1/6P1/2B1P2P/5P2/6K1 b - - 0 35,-11
2R5/p5pk/r3np2/6p1/6P1/2B1P2P/5P2/6K1 w - - 0 36,10
R7/p5pk/r3np2/6p1/6P1/2B1P2P/5P2/6K1 b - - 1 36,-10
R7/p5p1/r3npk1/6p1/6P1/2B1P2P/5P2/6K1 w - - 2 37,8
R7/p5p1/r3npk1/6p1/1B4P1/4P2P/5P2/6K1 b - - 3 37,-7
R7/p5p1/1r2npk1/6p1/1B4P1/4P2P/5P2/6K1 w - - 4 38,9
R7/p3B1p1/1r2npk1/6p1/6P1/4P2P/5P2/6K1 b - - 5 38,-6
R7/pr2B1p1/4npk1/6p1/6P1/4P2P/5P2/6K1 w - - 6 39,12
R7/pr4p1/4npk1/6p1/6P1/B3P2P/5P2/6K1 b - - 7 39,-3
R7/prn3p1/5pk1/6p1/6P1/B3P2P/5P2/6K1 w - - 8 40,1
3R4/prn3p1/5pk1/6p1/6P1/B3P2P/5P2/6K1 b - - 9 40,-11
3R4/pr4p1/5pk1/1n4p1/6P1/B3P2P/5P2/6K1 w - - 10 41,7
3R4/pr4p1/5pk1/1n4p1/1B4P1/4P2P/5P2/6K1 b - - 11 41,-4
3R4/prn3p1/5pk1/6p1/1B4P1/4P2P/5P2/6K1 w - - 12 42,2
3R4/prn3p1/3B1pk1/6p1/6P1/4P2P/5P2/6K1 b - - 13 42,-3
3R4/pr4p1/3Bnpk1/6p1/6P1/4P2P/5P2/6K1 w - - 14 43,9
R7/pr4p1/3Bnpk1/6p1/6P1/4P2P/5P2/6K1 b - - 15 43,-4
R7/prn3p1/3B1pk1/6p1/6P1/4P2P/5P2/6K1 w - - 16 44,4
3R4/prn3p1/3B1pk1/6p1/6P1/4P2P/5P2/6K1 b - - 17 44,-6
3R4/pr4p1/3Bnpk1/6p1/6P1/4P2P/5P2/6K1 w - - 18 45,2
R7/pr4p1/3Bnpk1/6p1/6P1/4P2P/5P2/6K1 b - - 19 45,0
R7/prn3p1/3B1pk1/6p1/6P1/4P2P/5P2/6K1 w - - 20 46,0
2R5/prn3p1/3B1pk1/6p1/6P1/4P2P/5P2/6K1 b - - 21 46,0
2R5/pr4p1/3B1pk1/1n4p1/6P1/4P2P/5P2/6K1 w - - 22 47,0
2R5/pr4p1/5pk1/1n4p1/1B4P1/4P2P/5P2/6K1 b - - 23 47,0
2R5/pr4p1/5pk1/6p1/1B1n2P1/4P2P/5P2/6K1 w - - 24 48,0
2R5/pr4p1/5pk1/6p1/1B1P2P1/7P/5P2/6K1 b - - 0 48,0
2R5/p5p1/5pk1/6p1/1r1P2P1/7P/5P2/6K1 w - - 0 49,0
2R5/p5p1/5pk1/3P2p1/1r4P1/7P/5P2/6K1 b - - 0 49,0
2R5/6p1/5pk1/p2P2p1/1r4P1/7P/5P2/6K1 w - - 0 50,0
R7/6p1/5pk1/p2P2p1/1r4P1/7P/5P2/6K1 b - - 1 50,0
R7/6p1/5pk1/pr1P2p1/6P1/7P/5P2/6K1 w - - 2 51,0
R7/6p1/3P1pk1/pr4p1/6P1/7P/5P2/6K1 b - - 0 51,0
R7/6p1/3P1pk1/p2r2p1/6P1/7P/5P2/6K1 w - - 1 52,0
R7/3P2p1/5pk1/p2r2p1/6P1/7P/5P2/6K1 b - - 0 52,0
R7/3r2p1/5pk1/p5p1/6P1/7P/5P2/6K1 w - - 0 53,0
8/3r2p1/5pk1/R5p1/6P1/7P/5P2/6K1 b - - 0 53,0
8/6p1/5pk1/R5p1/6P1/3r3P/5P2/6K1 w - - 1 54,0
8/6p1/5pk1/R5p1/6P1/3r3P/5PK1/8 b - - 2 54,0
8/5kp1/5p2/R5p1/6P1/3r3P/5PK1/8 w - - 3 55,0
R7/5kp1/5p2/6p1/6P1/3r3P/5PK1/8 b - - 4 55,0
R7/5kp1/5p2/6p1/6P1/1r5P/5PK1/8 w - - 5 56,0
8/R4kp1/5p2/6p1/6P1/1r5P/5PK1/8 b - - 6 56,0
8/R5p1/4kp2/6p1/6P1/1r5P/5PK1/8 w - - 7 57,0
8/6R1/4kp2/6p1/6P1/1r5P/5PK1/8 b - - 0 57,0
8/6R1/4kp2/6p1/6P1/r6P/5PK1/8 w - - 1 58,0
8/6R1/4kp2/6p1/5PP1/r6P/6K1/8 b - - 0 58,0
8/6R1/4kp2/8/5pP1/r6P/6K1/8 w - - 0 59,0
8/6R1/4kp2/8/5pPP/r7/6K1/8 b - - 0 59,0
8/6R1/5p2/4k3/5pPP/r7/6K1/8 w - - 1 60,0
8/4R3/5p2/4k3/5pPP/r7/6K1/8 b - - 2 60,0
8/4R3/3k1p2/8/5pPP/r7/6K1/8 w - - 3 61,0
8/6R1/3k1p2/8/5pPP/r7/6K1/8 b - - 4 61,0
8/6R1/5p2/4k3/5pPP/r7/6K1/8 w - - 5 62,0
8/4R3/5p2/4k3/5pPP/r7/6K1/8 b - - 6 62,0
8/4R3/3k1p2/8/5pPP/r7/6K1/8 w - - 7 63,0
8/6R1/3k1p2/8/5pPP/r7/6K1/8 b - - 8 63,0
8/6R1/5p2/4k3/5pPP/r7/6K1/8 w - - 9 64,0
8/4R3/5p2/4k3/5pPP/r7/6K1/8 b - - 10 64,0
8/4R3/5p2/3k4/5pPP/r7/6K1/8 w - - 11 65,0
8/4R3/5p2/3k4/5pPP/r7/5K2/8 b - - 12 65,0
8/4R3/5p2/3k4/5pPP/6r1/5K2/8 w - - 13 66,0
8/6R1/5p2/3k4/5pPP/6r1/5K2/8 b - - 14 66,0
8/6R1/5p2/3k4/5pPP/7r/5K2/8 w - - 15 67,0
8/3R4/5p2/3k4/5pPP/7r/5K2/8 b - - 16 67,0
8/3R4/5p2/8/4kpPP/7r/5K2/8 w - - 17 68,0
8/4R3/5p2/8/4kpPP/7r/5K2/8 b - - 18 68,0
8/4R3/5p2/3k4/5pPP/7r/5K2/8 w - - 19 69,0
8/3R4/5p2/3k4/5pPP/7r/5K2/8 b - - 20 69,0
8/3R4/4kp2/8/5pPP/7r/5K2/8 w - - 21 70,0
8/7R/4kp2/8/5pPP/7r/5K2/8 b - - 22 70,0
8/7R/5p2/4k3/5pPP/7r/5K2/8 w - - 23 71,0
8/4R3/5p2/4k3/5pPP/7r/5K2/8 b - - 24 71,0
8/4R3/5p2/8/3k1pPP/7r/5K2/8 w - - 25 72,0
8/3R4/5p2/8/3k1pPP/7r/5K2/8 b - - 26 72,0
8/3R4/5p2/8/4kpPP/7r/5K2/8 w - - 27 73,0
8/4R3/5p2/8/4kpPP/7r/5K2/8 b - - 28 73,0
8/4R3/5p2/8/3k1pPP/7r/5K2/8 w - - 29 74,-1
8/3R4/5p2/8/3k1pPP/7r/5K2/8 b - - 30 74,4
8/3R4/5p2/4k3/5pPP/7r/5K2/8 w - - 31 75,-5
8/4R3/5p2/4k3/5pPP/7r/5K2/8 b - - 32 75,7
8/4R3/3k1p2/8/5pPP/7r/5K2/8 w - - 33 76,-7
8/7R/3k1p2/8/5pPP/7r/5K2/8 b - - 34 76,9
8/7R/3k1p2/8/6PP/5p1r/5K2/8 w - - 0 77,-11
8/7R/3k1p2/8/6PP/4Kp1r/8/8 b - - 1 77,12
8/7R/3k1p2/8/6PP/4Kpr1/8/8 w - - 2 78,-9
8/6R1/3k1p2/8/6PP/4Kpr1/8/8 b - - 3 78,12
8/6R1/3k4/5p2/6PP/4Kpr1/8/8 w - - 0 79,-2
8/6R1/3k4/5pP1/7P/4Kpr1/8/8 b - - 0 79,0
8/6R1/3k4/6P1/5p1P/4Kpr1/8/8 w - - 0 80,0
8/6R1/3k4/6P1/5p1P/5pr1/5K2/8 b - - 1 80,0
8/6R1/8/4k1P1/5p1P/5pr1/5K2/8 w - - 2 81,0
8/4R3/8/4k1P1/5p1P/5pr1/5K2/8 b - - 3 81,0
8/4R3/8/5kP1/5p1P/5pr1/5K2/8 w - - 4 82,0
8/8/8/5kP1/5p1P/5pr1/5K2/4R3 b - - 5 82,0
8/8/8/5kP1/5p1P/5p1r/5K2/4R3 w - - 6 83,0
8/8/8/5kP1/5p1P/5p1r/5K2/6R1 b - - 7 83,0
8/8/8/5kP1/5p1r/5p2/5K2/6R1 w - - 0 84,0
8/8/6P1/5k2/5p1r/5p2/5K2/6R1 b - - 0 84,0
8/8/6P1/5k2/5p2/5p2/5K1r/6R1 w - - 1 85,0
8/8/6P1/5k2/5p2/5K2/7r/6R1 b - - 0 85,0
8/8/6P1/5k2/5p2/5K1r/8/6R1 w - - 1 86,0
8/8/6P1/5k2/5p2/7r/5K2/6R1 b - - 2 86,0
8/8/6P1/5k2/5p2/8/5K1r/6R1 w - - 3 87,0
8/8/6P1/5k2/5p2/5K2/7r/6R1 b - - 4 87,0
7r/8/6P1/5k2/5p2/5K2/8/6R1 w - - 5 88,0
7r/6P1/8/5k2/5p2/5K2/8/6R1 b - - 0 88,0
6r1/6P1/8/5k2/5p2/5K2/8/6R1 w - - 1 89,0
6r1/6P1/8/5k2/5p2/5K2/6R1/8 b - - 2 89,0
6r1/6P1/4k3/8/5p2/5K2/6R1/8 w - - 3 90,0
6r1/6P1/4k3/8/5p2/5K2/8/6R1 b - - 4 90,0
6r1/5kP1/8/8/5p2/5K2/8/6R1 w - - 5 91,0
6r1/5kP1/8/8/5K2/8/8/6R1 b - - 0 91,0
r7/5kP1/8/8/5K2/8/8/6R1 w - - 1 92,0
r7/5kP1/8/8/4K3/8/8/6R1 b - - 2 92,0
8/5kP1/8/8/r3K3/8/8/6R1 w - - 3 93,0
8/5kP1/8/4K3/r7/8/8/6R1 b - - 4 93,0
8/5kP1/8/r3K3/8/8/8/6R1 w - - 5 94,0
8/5kP1/8/r7/3K4/8/8/6R1 b - - 6 94,0
r7/5kP1/8/8/3K4/8/8/6R1 w - - 7 95,0
r7/5kP1/8/4K3/8/8/8/6R1 b - - 8 95,0
8/5kP1/8/r3K3/8/8/8/6R1 w - - 9 96,0
8/5kP1/8/r7/3K4/8/8/6R1 b - - 10 96,0
r7/5kP1/8/8/3K4/8/8/6R1 w - - 11 97,0
r7/5kP1/8/3K4/8/8/8/6R1 b - - 12 97,0
6r1/5kP1/8/3K4/8/8/8/6R1 w - - 13 98,0
6r1/5kP1/2K5/8/8/8/8/6R1 b - - 14 98,0
8/5kr1/2K5/8/8/8/8/6R1 w - - 0 99,0
8/5kR1/2K5/8/8/8/8/8 b - - 0 99,0
8/6k1/2K5/8/8/8/8/8 w - - 0 100,0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-12
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,16
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,-24
rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,41
rnbqkbnr/pp2pppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-37
rnbqkbnr/pp2pppp/3p4/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,34
rnbqkbnr/pp2pppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,-31
rnbqkb1r/pp2pppp/3p1n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,25
rnbqkb1r/pp2pppp/3p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5,-31
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,34
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq - 1 6,-33
rnbqkb1r/1p3ppp/p2p1n2/4p3/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 0 7,36
rnbqkb1r/1p3ppp/p2p1n2/4p3/4P3/1NN1B3/PPP2PPP/R2QKB1R b KQkq - 1 7,-29
rn1qkb1r/1p3ppp/p2pbn2/4p3/4P3/1NN1B3/PPP2PPP/R2QKB1R w KQkq - 2 8,32
rn1qkb1r/1p3ppp/p2pbn2/4p3/4P3/1NN1B2P/PPP2PP1/R2QKB1R b KQkq - 0 8,-16
r2qkb1r/1p1n1ppp/p2pbn2/4p3/4P3/1NN1B2P/PPP2PP1/R2QKB1R w KQkq - 1 9,21
r2qkb1r/1p1n1ppp/p2pbn2/4p3/4P1P1/1NN1B2P/PPP2P2/R2QKB1R b KQkq - 0 9,-22
r2qkb1r/1p1n1pp1/p2pbn1p/4p3/4P1P1/1NN1B2P/PPP2P2/R2QKB1R w KQkq - 0 10,26
r2qkb1r/1p1n1pp1/p2pbn1p/4p3/4P1P1/1NNQB2P/PPP2P2/R3KB1R b KQkq - 1 10,-27
r2qkb1r/3n1pp1/p2pbn1p/1p2p3/4P1P1/1NNQB2P/PPP2P2/R3KB1R w KQkq - 0 11,29
r2qkb1r/3n1pp1/p2pbn1p/1p2p3/4P1P1/1NNQB2P/PPP2P2/2KR1B1R b kq - 1 11,-28
r2qk2r/3nbpp1/p2pbn1p/1p2p3/4P1P1/1NNQB2P/PPP2P2/2KR1B1R w kq - 2 12,30
r2qk2r/3nbpp1/p2pbn1p/1p2p3/4P1P1/1NNQB2P/PPP2P2/1K1R1B1R b kq - 3 12,-25
2rqk2r/3nbpp1/p2pbn1p/1p2p3/4P1P1/1NNQB2P/PPP2P2/1K1R1B1R w k - 4 13,37
